ServiceID,CarID,Date_of_Service,ServiceType,Cost_of_Service
S83137,C27628,05/02/2024,Tire Replacement,205.0
S83138,C27628,18/02/2023,Brake Replacement,251.0
S83142,C27629,31/01/2021,Battery Replacement,158.0
S83149,C27631,02/02/2021,Transmission Check,406.0
S83156,C27634,05/05/2023,Brake Replacement,313.0
S83157,C27634,25/01/2024,Wheel Alignment,471.0
S83158,C27634,30/05/2025,Suspension Check,489.0
S83170,C27637,17/04/2021,Wheel Alignment,168.0
S83174,C27639,31/05/2022,Brake Replacement,295.0
S83179,C27640,28/08/2025,Transmission Check,413.0
S83201,C27647,20/12/2021,Oil Change,385.0
S83218,C27652,12/09/2023,Wheel Alignment,299.0
S83222,C27654,24/01/2025,Brake Replacement,75.0
S83235,C27659,10/02/2023,Tire Replacement,397.0
S83236,C27659,23/12/2020,Major Service,55.0
S83243,C27661,17/11/2024,Transmission Check,411.0
S83245,C27661,10/12/2020,Brake Replacement,177.0
S83260,C27667,28/08/2025,Clutch Replacement,107.0
S83268,C27670,21/08/2025,Tire Replacement,227.0
S83269,C27670,04/02/2025,Oil Change,303.0
S83273,C27672,11/02/2021,Transmission Check,53.0
S83274,C27672,15/09/2022,Battery Replacement,112.0
S83279,C27675,27/05/2022,Tire Replacement,198.0
S83281,C27675,29/11/2022,Battery Replacement,439.0
S83282,C27675,10/11/2023,Tire Replacement,439.0
S83292,C27678,10/09/2022,Spark Plug Replacement,454.0
S83293,C27678,29/09/2021,Brake Replacement,488.0
S83325,C27688,13/03/2024,Clutch Replacement,350.0
S83326,C27688,06/05/2022,Major Service,168.0
S83330,C27689,07/08/2024,Tire Replacement,297.0
S83357,C27698,20/03/2021,Tire Replacement,478.0
S83358,C27698,10/09/2020,Brake Replacement,266.0
S83359,C27698,20/09/2021,Spark Plug Replacement,67.0
S83363,C27700,07/02/2024,Oil Change,190.0
S83370,C27701,21/10/2022,Coolant Flush,140.0
S83371,C27701,31/03/2022,Air Filter Replacement,406.0
S83391,C27708,04/03/2023,Oil Change,383.0
S83392,C27708,23/10/2021,Wheel Alignment,229.0
S83393,C27708,26/12/2024,Transmission Check,98.0
S83422,C27718,29/10/2023,Wheel Alignment,447.0
S83424,C27718,06/05/2022,Major Service,304.0
S83426,C27720,05/06/2023,Suspension Check,481.0
S83428,C27720,24/07/2025,Clutch Replacement,385.0
S83431,C27721,11/11/2020,Major Service,418.0
S83434,C27722,13/02/2022,Coolant Flush,346.0
S83452,C27732,25/04/2024,Clutch Replacement,454.0
S83465,C27736,31/08/2022,Coolant Flush,223.0
S83467,C27737,09/02/2022,Coolant Flush,379.0
S83470,C27737,16/06/2022,Air Filter Replacement,174.0
S83476,C27740,09/05/2022,Battery Replacement,257.0
S83490,C27744,25/07/2025,Battery Replacement,62.0
S83491,C27744,26/08/2023,Suspension Check,264.0
S83492,C27744,18/12/2022,Suspension Check,444.0
S83499,C27746,08/09/2024,Tire Replacement,418.0
S83500,C27746,09/11/2022,Suspension Check,419.0
S83502,C27746,17/05/2023,Spark Plug Replacement,262.0
S83522,C27753,07/08/2022,Air Filter Replacement,467.0
S83523,C27753,13/02/2023,Spark Plug Replacement,295.0
S83526,C27755,06/12/2024,Major Service,498.0
S83565,C27768,24/10/2021,Major Service,440.0
S83566,C27768,03/07/2024,Transmission Check,319.0
S83573,C27771,28/05/2021,Coolant Flush,439.0
S83574,C27771,25/09/2022,Transmission Check,200.0
S83575,C27771,22/02/2021,Clutch Replacement,266.0
S83576,C27772,16/08/2022,Major Service,317.0
S83577,C27772,16/03/2022,Battery Replacement,175.0
S83579,C27772,25/05/2022,Wheel Alignment,383.0
S83591,C27777,21/12/2023,Air Filter Replacement,165.0
S83594,C27779,04/01/2023,Spark Plug Replacement,90.0
S83596,C27779,18/01/2021,Brake Replacement,458.0
S83597,C27779,18/04/2021,Battery Replacement,417.0
S83598,C27780,20/07/2025,Spark Plug Replacement,77.0
S83599,C27780,14/10/2021,Wheel Alignment,444.0
S83618,C27785,23/11/2022,Coolant Flush,302.0
S83629,C27790,14/03/2023,Clutch Replacement,349.0
S83630,C27790,26/04/2021,Tire Replacement,387.0
S83634,C27792,19/03/2025,Spark Plug Replacement,105.0
S83635,C27792,13/06/2024,Transmission Check,89.0
S83636,C27792,20/07/2023,Spark Plug Replacement,231.0
S83688,C27805,30/05/2021,Brake Replacement,336.0
S83691,C27808,11/04/2025,Wheel Alignment,77.0
S83692,C27808,04/05/2024,Coolant Flush,268.0
S83708,C27814,21/05/2021,Brake Replacement,255.0
S83709,C27814,14/08/2023,Suspension Check,192.0
S83710,C27815,14/11/2020,Transmission Check,396.0
S83711,C27815,06/10/2022,Wheel Alignment,235.0
S83712,C27815,02/05/2021,Clutch Replacement,427.0
S83714,C27816,26/02/2021,Major Service,389.0
S83723,C27820,05/06/2024,Oil Change,408.0
S83724,C27820,18/12/2024,Oil Change,76.0
S83726,C27821,30/08/2025,Wheel Alignment,122.0
S83727,C27821,03/08/2021,Oil Change,177.0
S83731,C27823,31/10/2021,Battery Replacement,282.0
S83732,C27823,18/03/2024,Wheel Alignment,335.0
S83765,C27835,22/11/2022,Suspension Check,294.0
S83766,C27835,07/04/2021,Suspension Check,86.0
S83767,C27835,24/12/2023,Battery Replacement,113.0
S83775,C27838,31/05/2025,Battery Replacement,446.0
S83776,C27838,07/03/2021,Major Service,360.0
S83795,C27845,06/03/2025,Major Service,298.0
S83806,C27848,02/11/2024,Suspension Check,65.0
S83807,C27848,21/09/2022,Wheel Alignment,497.0
S83824,C27852,23/02/2024,Wheel Alignment,426.0
S83844,C27858,14/11/2021,Brake Replacement,200.0
S83859,C27862,26/07/2024,Tire Replacement,495.0
S83860,C27862,16/08/2025,Tire Replacement,366.0
S83873,C27866,21/04/2025,Suspension Check,175.0
S83891,C27873,16/03/2021,Oil Change,435.0
S83892,C27873,03/03/2025,Major Service,174.0
S83918,C27885,25/06/2025,Battery Replacement,315.0
S83919,C27885,20/02/2025,Oil Change,411.0
S83937,C27894,24/07/2025,Suspension Check,115.0
S83942,C27897,06/10/2022,Clutch Replacement,264.0
S83958,C27903,24/02/2024,Battery Replacement,419.0
S83959,C27903,16/11/2021,Transmission Check,488.0
S83968,C27906,27/09/2022,Major Service,412.0
S83969,C27906,03/10/2021,Wheel Alignment,114.0
S84004,C27919,16/02/2021,Suspension Check,239.0
S84005,C27919,16/01/2022,Air Filter Replacement,286.0
S84006,C27919,22/10/2020,Wheel Alignment,212.0
S84007,C27920,02/07/2025,Brake Replacement,473.0
S84008,C27920,23/06/2022,Coolant Flush,73.0
S84036,C27928,02/07/2022,Brake Replacement,217.0
S84091,C27946,09/01/2022,Brake Replacement,450.0
S84097,C27948,10/12/2023,Clutch Replacement,166.0
S84115,C27956,11/08/2021,Clutch Replacement,268.0
S84116,C27956,20/03/2025,Spark Plug Replacement,164.0
S84173,C27976,19/11/2021,Battery Replacement,81.0
S84174,C27976,21/03/2021,Air Filter Replacement,430.0
S84197,C27984,04/02/2023,Transmission Check,52.0
S84198,C27984,28/01/2023,Oil Change,497.0
S84202,C27988,12/01/2022,Major Service,68.0
S84207,C27989,16/12/2022,Tire Replacement,499.0
S84209,C27989,19/10/2022,Brake Replacement,285.0
S84210,C27989,22/05/2022,Major Service,241.0
S84211,C27990,17/11/2023,Spark Plug Replacement,326.0
S84212,C27990,02/12/2020,Transmission Check,349.0
S84217,C27992,18/08/2021,Battery Replacement,371.0
S84225,C27996,20/02/2025,Suspension Check,328.0
S84226,C27997,29/05/2021,Transmission Check,74.0
S84261,C28008,29/10/2023,Tire Replacement,396.0
S84269,C28011,27/12/2023,Transmission Check,419.0
S84275,C28013,25/06/2021,Major Service,55.0
S84278,C28013,19/06/2023,Oil Change,433.0
S84368,C28042,16/04/2024,Major Service,211.0
S84369,C28042,30/08/2022,Battery Replacement,463.0
S84371,C28043,11/04/2021,Wheel Alignment,339.0
S84385,C28049,22/08/2024,Clutch Replacement,321.0
S84386,C28049,23/07/2022,Tire Replacement,91.0
S84387,C28049,16/06/2024,Spark Plug Replacement,242.0
S84404,C28056,10/02/2024,Air Filter Replacement,393.0
S84405,C28056,15/07/2021,Oil Change,375.0
S84406,C28056,10/10/2022,Major Service,405.0
S84409,C28059,22/04/2025,Wheel Alignment,111.0
S84411,C28060,04/04/2023,Battery Replacement,440.0
S84447,C28071,05/09/2022,Transmission Check,245.0
S84464,C28076,04/03/2023,Battery Replacement,445.0
S84466,C28076,20/09/2024,Tire Replacement,59.0
S84468,C28077,10/09/2024,Battery Replacement,291.0
S84475,C28079,14/07/2024,Spark Plug Replacement,226.0
S84477,C28080,14/10/2022,Brake Replacement,454.0
S84478,C28080,02/05/2022,Wheel Alignment,245.0
S84480,C28080,15/05/2024,Oil Change,365.0
S84483,C28082,11/02/2023,Suspension Check,362.0
S84497,C28087,24/06/2021,Suspension Check,73.0
S84521,C28093,13/07/2022,Air Filter Replacement,105.0
S84522,C28093,04/06/2022,Oil Change,277.0
S84523,C28093,10/10/2023,Coolant Flush,80.0
S84553,C28103,27/03/2024,Suspension Check,458.0
S84554,C28103,26/01/2025,Major Service,147.0
S84555,C28103,22/11/2024,Suspension Check,406.0
S84557,C28104,06/04/2024,Battery Replacement,340.0
S84568,C28108,08/01/2025,Air Filter Replacement,400.0
S84569,C28108,23/01/2021,Suspension Check,202.0
S84586,C28114,16/02/2024,Wheel Alignment,438.0
S84590,C28114,13/07/2024,Transmission Check,366.0
S84601,C28118,25/10/2022,Transmission Check,58.0
S84602,C28118,19/08/2024,Spark Plug Replacement,357.0
S84604,C28119,23/04/2025,Tire Replacement,227.0
S84611,C28122,07/07/2024,Coolant Flush,360.0
S84636,C28132,26/09/2024,Tire Replacement,64.0
S84644,C28136,13/04/2025,Spark Plug Replacement,333.0
S84645,C28136,22/07/2025,Air Filter Replacement,370.0
S84647,C28137,22/08/2022,Clutch Replacement,147.0
S84648,C28137,12/09/2022,Tire Replacement,380.0
S84660,C28140,30/05/2023,Oil Change,270.0
S84673,C28144,11/09/2022,Suspension Check,158.0
S84681,C28147,19/10/2023,Suspension Check,264.0
S84688,C28151,26/08/2022,Coolant Flush,298.0
S84697,C28154,29/04/2024,Clutch Replacement,412.0
S84699,C28154,07/05/2023,Transmission Check,388.0
S84700,C28155,15/05/2021,Tire Replacement,50.0
S84702,C28155,01/07/2024,Brake Replacement,451.0
S84703,C28155,28/06/2025,Wheel Alignment,327.0
S84713,C28159,21/08/2024,Tire Replacement,234.0
S84717,C28161,05/12/2022,Wheel Alignment,476.0
S84718,C28161,21/07/2025,Transmission Check,451.0
S84731,C28166,17/07/2024,Oil Change,132.0
S84732,C28166,07/12/2024,Spark Plug Replacement,350.0
S84747,C28170,16/01/2024,Wheel Alignment,54.0
S84749,C28170,26/12/2023,Suspension Check,338.0
S84764,C28176,10/02/2022,Transmission Check,370.0
S84765,C28176,25/04/2024,Oil Change,441.0
S84768,C28176,06/11/2023,Wheel Alignment,436.0
S84819,C28193,27/05/2024,Suspension Check,219.0
S84820,C28193,19/08/2021,Wheel Alignment,224.0
S84822,C28193,07/09/2020,Coolant Flush,491.0
S84824,C28194,05/07/2024,Spark Plug Replacement,259.0
S84825,C28194,20/05/2025,Coolant Flush,436.0
S84828,C28196,21/01/2024,Oil Change,109.0
S84834,C28198,24/03/2025,Major Service,287.0
S84835,C28198,18/02/2022,Major Service,359.0
S84841,C28202,18/07/2024,Battery Replacement,210.0
S84856,C28207,24/07/2023,Brake Replacement,283.0
S84884,C28217,26/08/2024,Transmission Check,196.0
S84895,C28220,19/12/2020,Transmission Check,439.0
S84897,C28220,08/04/2022,Air Filter Replacement,390.0
S84904,C28222,13/01/2021,Brake Replacement,417.0
S84905,C28222,23/05/2021,Tire Replacement,134.0
S84930,C28233,06/12/2024,Brake Replacement,325.0
S84931,C28233,30/04/2025,Clutch Replacement,204.0
S84933,C28233,02/04/2022,Battery Replacement,179.0
S84943,C28236,11/07/2025,Battery Replacement,263.0
S84947,C28237,29/05/2025,Brake Replacement,493.0
S84955,C28239,23/04/2022,Spark Plug Replacement,374.0
S84965,C28242,27/10/2020,Oil Change,130.0
S84966,C28242,24/07/2022,Oil Change,183.0
S84968,C28242,15/04/2025,Clutch Replacement,265.0
S84972,C28244,30/05/2024,Air Filter Replacement,204.0
S84977,C28245,30/09/2023,Wheel Alignment,199.0
S84978,C28246,25/10/2024,Wheel Alignment,95.0
S84989,C28250,12/12/2022,Transmission Check,248.0
S84990,C28250,26/03/2024,Major Service,76.0
S85007,C28255,10/03/2022,Tire Replacement,190.0
S85050,C28267,26/02/2024,Clutch Replacement,259.0
S85052,C28267,28/06/2022,Suspension Check,320.0
S85081,C28278,19/01/2021,Spark Plug Replacement,301.0
S85082,C28278,10/05/2022,Major Service,383.0
S85083,C28278,25/12/2023,Spark Plug Replacement,144.0
S85086,C28280,10/05/2024,Oil Change,150.0
S85087,C28280,03/01/2023,Clutch Replacement,395.0
S85089,C28281,21/12/2023,Major Service,143.0
S85090,C28281,16/12/2023,Clutch Replacement,220.0
S85095,C28283,21/08/2025,Brake Replacement,316.0
S85097,C28283,14/01/2022,Spark Plug Replacement,100.0
S85100,C28284,30/06/2023,Brake Replacement,489.0
S85115,C28290,14/03/2022,Coolant Flush,166.0
S85117,C28290,25/02/2022,Major Service,346.0
S85150,C28300,09/11/2023,Wheel Alignment,291.0
S85151,C28301,02/11/2024,Tire Replacement,54.0
S85153,C28301,19/03/2023,Spark Plug Replacement,60.0
S85154,C28301,13/08/2024,Oil Change,309.0
S85161,C28305,13/10/2022,Air Filter Replacement,221.0
S85162,C28305,17/10/2023,Coolant Flush,420.0
S85204,C28321,15/11/2024,Tire Replacement,146.0
S85208,C28323,08/11/2024,Brake Replacement,334.0
S85227,C28327,15/06/2022,Tire Replacement,154.0
S85238,C28330,19/06/2022,Suspension Check,59.0
S85239,C28330,15/04/2024,Battery Replacement,372.0
S85240,C28330,05/02/2022,Wheel Alignment,408.0
S85275,C28345,16/07/2021,Brake Replacement,370.0
S85285,C28348,01/01/2022,Spark Plug Replacement,483.0
S85287,C28349,16/03/2023,Oil Change,216.0
S85303,C28354,03/10/2020,Transmission Check,378.0
S85313,C28357,18/07/2023,Coolant Flush,132.0
S85314,C28357,02/10/2022,Tire Replacement,162.0
S85322,C28360,13/03/2024,Major Service,281.0
S85323,C28360,09/04/2025,Clutch Replacement,497.0
S85335,C28365,15/01/2025,Wheel Alignment,291.0
S85341,C28367,29/05/2022,Transmission Check,102.0
S85361,C28373,28/04/2022,Tire Replacement,449.0
S85365,C28375,19/05/2021,Brake Replacement,459.0
S85366,C28375,16/01/2025,Air Filter Replacement,290.0
S85367,C28375,11/07/2025,Transmission Check,224.0
S85369,C28376,25/06/2025,Spark Plug Replacement,136.0
S85370,C28376,13/06/2021,Brake Replacement,430.0
S85371,C28376,09/09/2020,Suspension Check,458.0
S85372,C28377,14/12/2024,Brake Replacement,250.0
S85373,C28377,08/11/2023,Spark Plug Replacement,148.0
S85374,C28377,02/10/2022,Tire Replacement,448.0
S85393,C28386,11/06/2022,Tire Replacement,442.0
S85395,C28388,17/09/2021,Battery Replacement,107.0
S85396,C28389,13/09/2020,Clutch Replacement,260.0
S85397,C28389,10/05/2021,Tire Replacement,452.0
S85438,C28404,12/04/2024,Transmission Check,183.0
S85439,C28404,18/03/2023,Air Filter Replacement,248.0
S85449,C28407,14/08/2021,Battery Replacement,126.0
S85452,C28408,25/09/2024,Suspension Check,89.0
S85475,C28417,02/10/2024,Clutch Replacement,151.0
S85477,C28417,04/12/2020,Air Filter Replacement,347.0
S85504,C28427,15/12/2022,Spark Plug Replacement,394.0
S85505,C28427,29/05/2025,Transmission Check,285.0
S85506,C28427,05/10/2020,Tire Replacement,298.0
S85528,C28434,29/08/2025,Tire Replacement,353.0
S85530,C28434,07/09/2024,Air Filter Replacement,230.0
S85538,C28438,17/07/2021,Coolant Flush,175.0
S85540,C28438,16/05/2021,Brake Replacement,131.0
S85553,C28443,23/03/2024,Spark Plug Replacement,88.0
S85554,C28443,01/02/2022,Spark Plug Replacement,87.0
S85565,C28447,13/10/2020,Spark Plug Replacement,398.0
S85566,C28447,24/09/2023,Suspension Check,459.0
S85567,C28448,24/10/2020,Coolant Flush,302.0
S85568,C28448,26/08/2025,Air Filter Replacement,60.0
S85569,C28448,22/06/2023,Suspension Check,151.0
S85574,C28449,26/04/2021,Tire Replacement,423.0
S85575,C28450,17/06/2023,Oil Change,392.0
S85576,C28451,07/06/2023,Oil Change,407.0
S85582,C28453,10/12/2022,Battery Replacement,379.0
S85589,C28456,01/01/2024,Spark Plug Replacement,233.0
S85590,C28456,12/06/2021,Wheel Alignment,68.0
S85592,C28457,08/02/2023,Spark Plug Replacement,306.0
S85594,C28457,29/09/2023,Clutch Replacement,380.0
S85602,C28460,14/07/2021,Suspension Check,195.0
S85605,C28460,07/10/2023,Tire Replacement,206.0
S85606,C28460,08/05/2025,Coolant Flush,133.0
S85632,C28469,26/12/2022,Coolant Flush,163.0
S85633,C28469,27/07/2025,Battery Replacement,362.0
S85646,C28474,17/11/2023,Wheel Alignment,349.0
S85649,C28475,21/06/2021,Air Filter Replacement,232.0
S85650,C28475,18/10/2022,Clutch Replacement,168.0
S85688,C28486,18/11/2021,Clutch Replacement,90.0
S85689,C28487,22/08/2024,Clutch Replacement,366.0
S85717,C28494,03/11/2024,Suspension Check,358.0
S85718,C28495,01/07/2023,Spark Plug Replacement,251.0
S85733,C28500,21/05/2024,Transmission Check,474.0
S85734,C28500,28/07/2025,Tire Replacement,237.0
S85740,C28502,07/01/2025,Major Service,456.0
S85745,C28504,29/02/2024,Transmission Check,244.0
S85747,C28504,04/02/2021,Brake Replacement,491.0
S85748,C28504,03/03/2021,Wheel Alignment,132.0
S85759,C28509,10/03/2022,Spark Plug Replacement,354.0
S85760,C28509,20/03/2024,Suspension Check,218.0
S85761,C28510,17/06/2024,Brake Replacement,419.0
S85764,C28510,28/07/2021,Wheel Alignment,425.0
S85821,C28531,31/08/2022,Suspension Check,265.0
S85823,C28531,18/09/2022,Major Service,451.0
S85824,C28531,24/01/2025,Clutch Replacement,94.0
S85828,C28533,23/08/2025,Spark Plug Replacement,283.0
S85832,C28535,23/07/2022,Air Filter Replacement,97.0
S85833,C28535,26/03/2023,Battery Replacement,379.0
S85835,C28535,24/09/2021,Air Filter Replacement,434.0
S85839,C28537,28/04/2021,Wheel Alignment,226.0
S85909,C28561,26/03/2022,Transmission Check,406.0
S85910,C28561,02/03/2023,Spark Plug Replacement,300.0
S85922,C28566,07/10/2020,Oil Change,421.0
S85926,C28568,14/10/2021,Tire Replacement,151.0
S85929,C28570,04/04/2023,Suspension Check,57.0
S85930,C28570,05/09/2023,Wheel Alignment,242.0
S85931,C28570,13/06/2024,Wheel Alignment,474.0
S85962,C28580,07/06/2021,Clutch Replacement,188.0
S85965,C28580,08/06/2021,Air Filter Replacement,64.0
S85967,C28581,11/01/2025,Oil Change,480.0
S85968,C28581,14/07/2022,Air Filter Replacement,244.0
S85985,C28586,27/10/2020,Major Service,210.0
S86002,C28591,07/12/2020,Suspension Check,66.0
S86007,C28592,16/11/2023,Transmission Check,425.0
S86009,C28593,08/09/2022,Spark Plug Replacement,467.0
S86011,C28593,20/01/2024,Brake Replacement,417.0
S86015,C28594,15/05/2021,Clutch Replacement,99.0
S86021,C28596,27/10/2020,Major Service,386.0
S86025,C28598,31/07/2022,Air Filter Replacement,295.0
S86027,C28598,01/09/2020,Clutch Replacement,242.0
S86037,C28601,22/07/2023,Spark Plug Replacement,56.0
S86038,C28601,07/03/2024,Tire Replacement,403.0
S86039,C28601,18/07/2024,Coolant Flush,128.0
S86040,C28602,18/03/2025,Brake Replacement,81.0
S86041,C28602,24/03/2021,Brake Replacement,223.0
S86084,C28617,20/12/2020,Wheel Alignment,360.0
S86085,C28617,29/08/2023,Major Service,140.0
S86086,C28618,04/03/2021,Tire Replacement,302.0
S86087,C28618,23/03/2024,Oil Change,67.0
S86111,C28625,02/03/2022,Tire Replacement,166.0
S86119,C28627,28/12/2022,Major Service,453.0
S86120,C28628,02/10/2020,Oil Change,295.0
S86121,C28628,14/02/2024,Oil Change,432.0
S86135,C28632,28/09/2023,Spark Plug Replacement,435.0
S86139,C28633,25/03/2024,Wheel Alignment,396.0
S86211,C28658,25/11/2022,Brake Replacement,479.0
S86213,C28660,01/11/2021,Suspension Check,219.0
S86218,C28662,30/10/2024,Battery Replacement,334.0
S86221,C28662,03/06/2024,Transmission Check,158.0
S86231,C28665,14/02/2021,Battery Replacement,103.0
S86232,C28665,07/01/2022,Spark Plug Replacement,88.0
S86233,C28666,20/06/2021,Coolant Flush,499.0
S86234,C28666,17/04/2025,Tire Replacement,297.0
S86236,C28666,01/06/2023,Clutch Replacement,82.0
S86239,C28668,11/01/2024,Air Filter Replacement,105.0
S86270,C28680,01/03/2021,Oil Change,385.0
S86275,C28682,23/11/2020,Suspension Check,495.0
S86276,C28682,23/08/2025,Transmission Check,266.0
S86277,C28682,13/02/2021,Air Filter Replacement,316.0
S86280,C28684,11/08/2022,Wheel Alignment,372.0
S86306,C28692,26/01/2025,Brake Replacement,52.0
S86308,C28692,07/09/2024,Oil Change,421.0
S86332,C28699,24/03/2024,Suspension Check,289.0
S86333,C28699,14/05/2025,Suspension Check,422.0
S86334,C28699,22/12/2022,Clutch Replacement,261.0
S86387,C28715,04/05/2023,Major Service,463.0
S86455,C28740,11/02/2024,Tire Replacement,386.0
S86468,C28745,26/01/2025,Oil Change,413.0
S86470,C28745,19/08/2024,Spark Plug Replacement,490.0
S86472,C28746,29/05/2022,Spark Plug Replacement,67.0
S86474,C28746,29/10/2022,Brake Replacement,371.0
S86476,C28746,18/03/2024,Coolant Flush,294.0
S86483,C28749,19/04/2021,Air Filter Replacement,465.0
S86484,C28749,16/01/2024,Coolant Flush,354.0
S86485,C28749,07/10/2023,Air Filter Replacement,479.0
S86494,C28753,07/10/2020,Clutch Replacement,234.0
S86495,C28753,23/02/2022,Air Filter Replacement,237.0
S86564,C28773,04/03/2023,Battery Replacement,154.0
S86567,C28774,06/01/2025,Brake Replacement,230.0
S86569,C28774,11/08/2024,Battery Replacement,339.0
