AccidentID,CarID,Date_of_Accident,Description,Cost_of_Repair,Severity
A56097,C37322,27/12/2022,Collision with pole,4078.0,Moderate
A56100,C37327,11/06/2022,Hood dent from minor crash,4428.0,Major
A56101,C37327,07/06/2022,Collision with pole,4817.0,Major
A56102,C37327,09/06/2023,Side swipe from passing vehicle,2921.0,Severe
A56109,C37332,30/11/2022,Minor fender bender,806.0,Severe
A56110,C37332,27/07/2025,Front-end collision,741.0,Severe
A56120,C37341,24/11/2021,Fender scratch from curb,3562.0,Minor
A56132,C37350,18/11/2023,Collision with pole,2089.0,Major
A56133,C37350,04/03/2021,Accident on slippery road,1126.0,Severe
A56134,C37350,21/01/2021,Damage from pothole incident,3107.0,Moderate
A56135,C37351,03/09/2021,Fender scratch from curb,2814.0,Severe
A56136,C37351,30/11/2024,Rear quarter panel dent,1725.0,Major
A56140,C37354,07/03/2021,Door dent from tight parking,4418.0,Minor
A56141,C37356,19/10/2020,Minor fender bender,1665.0,Minor
A56151,C37364,03/10/2022,Collision with pole,1419.0,Major
A56152,C37364,29/11/2020,Accident on slippery road,3496.0,Moderate
A56162,C37370,30/09/2020,Rear quarter panel dent,4180.0,Major
A56163,C37370,22/08/2021,Minor parking lot accident,1238.0,Minor
A56180,C37380,05/05/2024,Minor parking lot accident,2421.0,Moderate
A56181,C37380,02/08/2024,Tire puncture during accident,604.0,Major
A56207,C37399,08/11/2020,Side panel scratch,1728.0,Moderate
A56208,C37399,13/08/2023,Minor fender bender,2238.0,Minor
A56209,C37401,07/01/2021,Accident on slippery road,245.0,Severe
A56210,C37401,14/02/2023,Minor parking lot accident,2165.0,Severe
A56211,C37401,13/08/2021,Fender scratch from curb,2386.0,Minor
A56216,C37408,22/01/2021,Front-end collision,2788.0,Major
A56225,C37414,27/09/2020,Rear quarter panel dent,3785.0,Moderate
A56226,C37414,06/02/2022,Head-on collision,329.0,Moderate
A56227,C37414,06/04/2025,Front bumper scrape,1089.0,Severe
A56228,C37415,20/04/2021,Minor collision at roundabout,4159.0,Major
A56229,C37415,24/09/2020,Head-on collision,3124.0,Moderate
A56230,C37415,22/12/2022,Scratched paint on rear bumper,484.0,Major
A56231,C37418,08/07/2025,Side swipe from passing vehicle,977.0,Major
A56234,C37422,05/01/2022,Head-on collision,3562.0,Moderate
A56235,C37422,25/01/2022,Side mirror broken,4344.0,Severe
A56239,C37424,31/07/2024,Scratched paint on rear bumper,153.0,Severe
A56240,C37424,21/04/2022,Rear-end hit at traffic light,4305.0,Minor
A56241,C37424,27/03/2022,Rear-end hit at traffic light,1267.0,Severe
A56242,C37425,05/10/2023,Minor fender bender,4200.0,Moderate
A56243,C37425,03/09/2020,Windshield damage,2461.0,Severe
A56249,C37429,25/06/2024,Hood dent from minor crash,715.0,Moderate
A56250,C37429,04/10/2022,Side swipe from passing vehicle,2878.0,Moderate
A56251,C37430,11/02/2022,Rear bumper collision,4856.0,Severe
A56252,C37430,30/04/2025,Side mirror broken,4564.0,Minor
A56253,C37430,27/10/2020,Door dent from tight parking,2686.0,Major
A56257,C37435,21/03/2021,Windshield damage,3188.0,Major
A56258,C37435,19/07/2023,Rear quarter panel dent,2204.0,Severe
A56259,C37437,19/08/2023,Minor parking lot accident,4095.0,Major
A56260,C37437,04/07/2025,Minor collision at roundabout,3184.0,Major
A56261,C37437,16/10/2022,Damage from pothole incident,4591.0,Minor
A56267,C37441,14/08/2025,Front bumper scrape,3795.0,Severe
A56268,C37441,21/11/2020,Rear-end hit at traffic light,2862.0,Moderate
A56269,C37441,26/10/2020,Rear-end hit at traffic light,1999.0,Moderate
A56279,C37448,09/01/2025,Scratched paint on rear bumper,3726.0,Major
A56286,C37451,25/10/2020,Rear-end hit at traffic light,969.0,Severe
A56290,C37453,30/01/2021,Minor collision at roundabout,2103.0,Major
A56291,C37453,08/02/2022,Hood dent from minor crash,2243.0,Major
A56292,C37453,05/07/2021,Side swipe from passing vehicle,1670.0,Moderate
A56293,C37454,05/08/2025,Parking lot scrape,4690.0,Minor
A56294,C37454,23/09/2023,Tire puncture during accident,3449.0,Major
A56299,C37461,01/06/2021,Scratched paint on rear bumper,1238.0,Severe
A56308,C37468,29/01/2022,Front bumper scrape,3903.0,Moderate
A56309,C37468,17/04/2023,Parking lot scrape,3588.0,Severe
A56310,C37468,28/02/2021,Collision with pole,470.0,Moderate
A56313,C37471,30/11/2022,Scratched paint on rear bumper,3239.0,Minor
A56314,C37471,10/02/2024,Side panel scratch,197.0,Minor
A56320,C37476,28/03/2021,Side swipe from passing vehicle,1965.0,Severe
A56321,C37476,01/04/2022,Tire puncture during accident,3977.0,Minor
A56322,C37476,11/02/2023,Head-on collision,3770.0,Moderate
A56338,C37485,15/02/2024,Accident on slippery road,4128.0,Minor
A56339,C37485,23/01/2025,Hood dent from minor crash,2906.0,Major
A56340,C37485,04/09/2024,Parking lot scrape,3325.0,Moderate
A56358,C37500,29/10/2024,Parking lot scrape,4095.0,Moderate
A56359,C37500,04/01/2022,Front bumper scrape,1450.0,Minor
A56360,C37500,11/06/2021,Door dent from tight parking,3370.0,Moderate
A56385,C37517,28/10/2023,Front bumper scrape,2124.0,Minor
A56386,C37518,18/06/2022,Tire puncture during accident,1980.0,Moderate
A56387,C37518,31/12/2021,Head-on collision,1381.0,Moderate
A56388,C37519,17/07/2023,Fender scratch from curb,706.0,Major
A56389,C37520,04/05/2023,Collision with pole,3212.0,Severe
A56390,C37520,14/12/2023,Minor fender bender,1962.0,Major
A56391,C37521,07/10/2022,Minor collision at roundabout,4033.0,Severe
A56394,C37523,29/10/2020,Parking lot scrape,2288.0,Severe
A56395,C37523,14/08/2022,Minor collision at roundabout,1781.0,Minor
A56396,C37523,12/06/2025,Accident on slippery road,1687.0,Minor
A56410,C37533,28/12/2022,Damage from pothole incident,4288.0,Major
A56412,C37537,06/10/2024,Side swipe from passing vehicle,4197.0,Severe
A56415,C37539,10/04/2023,Parking lot scrape,1826.0,Minor
A56419,C37544,12/07/2025,Parking lot scrape,577.0,Major
A56436,C37556,10/03/2025,Front-end collision,1065.0,Major
A56437,C37556,03/10/2021,Door dent from tight parking,3597.0,Minor
A56438,C37556,08/09/2020,Rear bumper collision,1136.0,Minor
A56439,C37557,15/03/2024,Rear-end hit at traffic light,3580.0,Moderate
A56442,C37559,05/02/2021,Head-on collision,3437.0,Severe
A56451,C37566,09/09/2021,Scratched paint on rear bumper,3126.0,Severe
A56463,C37576,15/03/2024,Rear bumper collision,3191.0,Severe
A56464,C37576,19/02/2024,Minor collision at roundabout,2647.0,Severe
A56467,C37578,17/01/2025,Accident on slippery road,2757.0,Major
A56468,C37578,20/05/2025,Parking lot scrape,2431.0,Major
A56469,C37578,02/05/2024,Accident on slippery road,4763.0,Major
A56470,C37581,09/10/2024,Accident on slippery road,2217.0,Moderate
A56471,C37581,01/12/2021,Head-on collision,4260.0,Moderate
A56472,C37582,28/01/2025,Rear quarter panel dent,2902.0,Minor
A56473,C37582,16/07/2022,Door dent from tight parking,4457.0,Moderate
A56474,C37582,27/03/2025,Accident on slippery road,1266.0,Moderate
A56480,C37586,22/09/2021,Parking lot scrape,3815.0,Major
A56481,C37586,19/09/2023,Minor fender bender,1280.0,Minor
A56482,C37586,29/04/2022,Rear quarter panel dent,575.0,Major
A56490,C37592,19/02/2025,Front bumper scrape,4212.0,Minor
A56491,C37592,28/08/2023,Fender scratch from curb,3701.0,Major
A56492,C37592,04/03/2024,Fender scratch from curb,638.0,Severe
A56493,C37596,18/06/2021,Damage from pothole incident,3624.0,Severe
A56494,C37596,07/08/2023,Rear-end hit at traffic light,3651.0,Major
A56501,C37602,10/12/2021,Rear-end hit at traffic light,2943.0,Moderate
A56502,C37602,30/11/2020,Accident on slippery road,3962.0,Minor
A56505,C37605,02/03/2025,Fender scratch from curb,4472.0,Major
A56506,C37605,09/11/2021,Minor collision at roundabout,3587.0,Severe
A56515,C37613,01/11/2023,Fender scratch from curb,1105.0,Minor
A56516,C37613,19/09/2023,Windshield damage,539.0,Severe
A56517,C37613,17/11/2024,Door dent from tight parking,806.0,Minor
A56529,C37623,29/11/2021,Parking lot scrape,2905.0,Severe
A56530,C37623,14/06/2022,Windshield damage,471.0,Minor
A56531,C37623,04/11/2022,Rear quarter panel dent,2376.0,Severe
A56541,C37629,04/03/2021,Tire puncture during accident,4267.0,Severe
A56542,C37629,25/11/2024,Door dent from tight parking,2833.0,Minor
A56543,C37629,03/12/2020,Rear bumper collision,3172.0,Major
A56547,C37633,24/11/2024,Minor collision at roundabout,334.0,Minor
A56548,C37633,20/10/2024,Scratched paint on rear bumper,405.0,Major
A56552,C37635,03/02/2024,Front-end collision,1092.0,Severe
A56553,C37635,31/12/2021,Minor parking lot accident,1809.0,Moderate
A56554,C37635,28/06/2021,Side swipe from passing vehicle,3338.0,Severe
A56556,C37637,09/05/2025,Scratched paint on rear bumper,2403.0,Severe
A56557,C37637,22/12/2022,Rear bumper collision,920.0,Moderate
A56558,C37637,09/09/2020,Collision with pole,4514.0,Severe
A56562,C37639,03/05/2021,Damage from pothole incident,1078.0,Major
A56563,C37639,15/10/2020,Tire puncture during accident,538.0,Moderate
A56575,C37648,19/03/2021,Side mirror broken,3524.0,Major
A56576,C37648,25/09/2024,Hood dent from minor crash,3234.0,Minor
A56577,C37648,12/08/2024,Damage from pothole incident,4138.0,Major
A56581,C37653,17/08/2024,Front bumper scrape,3349.0,Severe
A56584,C37655,09/04/2022,Minor parking lot accident,2021.0,Minor
A56597,C37665,11/11/2021,Side panel scratch,3851.0,Major
A56598,C37665,09/11/2021,Collision with pole,3386.0,Major
A56604,C37669,30/05/2023,Rear bumper collision,1287.0,Minor
A56605,C37669,11/12/2022,Side mirror broken,3062.0,Major
A56606,C37669,23/11/2021,Side mirror broken,2433.0,Major
A56619,C37677,03/02/2024,Damage from pothole incident,2653.0,Moderate
A56632,C37687,24/05/2025,Front-end collision,3165.0,Major
A56633,C37687,29/08/2024,Scratched paint on rear bumper,931.0,Major
A56641,C37693,16/05/2021,Head-on collision,3364.0,Moderate
A56657,C37704,05/03/2023,Tire puncture during accident,3751.0,Major
A56658,C37704,05/05/2025,Scratched paint on rear bumper,1976.0,Minor
A56659,C37705,18/02/2022,Fender scratch from curb,2091.0,Minor
A56660,C37705,12/08/2023,Rear quarter panel dent,3718.0,Major
A56661,C37705,27/01/2025,Head-on collision,483.0,Major
A56669,C37710,07/09/2022,Parking lot scrape,1891.0,Minor
A56670,C37710,29/01/2022,Door dent from tight parking,3068.0,Moderate
A56677,C37713,16/12/2022,Accident on slippery road,4484.0,Moderate
A56678,C37713,12/04/2024,Side swipe from passing vehicle,1682.0,Severe
A56680,C37715,18/05/2024,Tire puncture during accident,2326.0,Severe
A56681,C37715,02/02/2022,Side mirror broken,4059.0,Moderate
A56682,C37715,17/02/2023,Minor parking lot accident,1519.0,Major
A56703,C37735,04/10/2022,Hood dent from minor crash,3534.0,Minor
A56704,C37735,22/09/2023,Side panel scratch,1246.0,Moderate
A56705,C37735,21/05/2022,Windshield damage,3076.0,Moderate
A56706,C37737,06/01/2024,Side mirror broken,1598.0,Minor
A56707,C37737,16/04/2023,Side mirror broken,2125.0,Severe
A56708,C37737,05/05/2023,Parking lot scrape,933.0,Major
A56713,C37740,01/10/2023,Door dent from tight parking,4770.0,Severe
A56719,C37746,07/05/2021,Minor parking lot accident,615.0,Severe
A56720,C37746,11/04/2022,Tire puncture during accident,2963.0,Minor
A56721,C37746,19/02/2023,Parking lot scrape,4779.0,Minor
A56722,C37747,25/12/2020,Minor parking lot accident,2367.0,Minor
A56723,C37747,20/05/2025,Minor parking lot accident,1930.0,Minor
A56729,C37750,08/11/2024,Rear quarter panel dent,544.0,Minor
A56730,C37750,06/05/2022,Tire puncture during accident,1726.0,Severe
A56731,C37750,24/07/2022,Side mirror broken,2583.0,Moderate
A56738,C37753,27/03/2022,Rear bumper collision,812.0,Minor
A56739,C37753,26/10/2021,Side mirror broken,3970.0,Moderate
A56740,C37753,18/12/2021,Hood dent from minor crash,1228.0,Major
A56748,C37760,04/02/2022,Side panel scratch,2718.0,Severe
A56749,C37760,24/11/2023,Side mirror broken,1000.0,Minor
A56750,C37760,09/12/2020,Damage from pothole incident,2390.0,Major
A56751,C37761,27/05/2021,Windshield damage,708.0,Severe
A56752,C37761,19/05/2024,Accident on slippery road,2474.0,Moderate
A56753,C37761,11/12/2023,Front-end collision,4773.0,Minor
A56761,C37768,13/08/2023,Rear-end hit at traffic light,4282.0,Minor
A56762,C37768,24/06/2023,Fender scratch from curb,4758.0,Minor
A56763,C37769,22/01/2023,Rear quarter panel dent,2897.0,Severe
A56764,C37770,07/12/2022,Damage from pothole incident,403.0,Minor
A56765,C37770,24/11/2022,Door dent from tight parking,2158.0,Minor
A56766,C37770,31/03/2022,Head-on collision,3194.0,Minor
A56768,C37772,03/03/2022,Head-on collision,1415.0,Minor
A56769,C37772,21/05/2024,Rear bumper collision,1796.0,Major
A56770,C37774,21/06/2022,Minor fender bender,3434.0,Moderate
A56771,C37774,07/08/2025,Side mirror broken,486.0,Major
A56772,C37774,14/03/2024,Scratched paint on rear bumper,2168.0,Moderate
A56776,C37781,02/07/2025,Hood dent from minor crash,4640.0,Moderate
A56777,C37781,07/01/2025,Accident on slippery road,223.0,Major
A56785,C37786,01/04/2024,Damage from pothole incident,2547.0,Major
A56793,C37792,26/03/2024,Hood dent from minor crash,1983.0,Severe
A56794,C37792,01/11/2024,Minor collision at roundabout,4414.0,Major
A56798,C37795,12/01/2025,Parking lot scrape,1133.0,Major
A56799,C37795,13/06/2023,Hood dent from minor crash,2349.0,Major
A56801,C37797,08/05/2024,Rear-end hit at traffic light,3923.0,Severe
A56802,C37797,13/05/2023,Accident on slippery road,4902.0,Moderate
A56809,C37801,28/12/2024,Windshield damage,3330.0,Severe
A56810,C37801,17/04/2025,Side mirror broken,795.0,Moderate
A56819,C37809,17/10/2022,Collision with pole,4127.0,Moderate
A56820,C37809,22/04/2022,Accident on slippery road,603.0,Major
A56821,C37809,22/03/2022,Minor parking lot accident,1928.0,Moderate
A56825,C37811,19/02/2021,Parking lot scrape,2187.0,Moderate
A56826,C37811,04/08/2025,Side swipe from passing vehicle,4435.0,Severe
A56827,C37811,15/10/2023,Front bumper scrape,2016.0,Moderate
A56828,C37812,01/09/2023,Windshield damage,3578.0,Moderate
A56829,C37812,15/04/2023,Tire puncture during accident,2336.0,Severe
A56830,C37812,14/05/2024,Head-on collision,2938.0,Major
A56836,C37818,18/04/2025,Collision with pole,863.0,Severe
A56838,C37822,04/08/2023,Minor parking lot accident,3293.0,Severe
A56839,C37822,07/06/2023,Tire puncture during accident,330.0,Severe
A56844,C37825,06/12/2022,Side mirror broken,2082.0,Moderate
A56848,C37828,05/09/2022,Parking lot scrape,2089.0,Moderate
A56853,C37831,11/10/2020,Rear-end hit at traffic light,3809.0,Major
A56854,C37831,07/03/2025,Fender scratch from curb,1538.0,Moderate
A56856,C37833,15/04/2023,Minor parking lot accident,4870.0,Minor
A56857,C37833,08/03/2024,Windshield damage,2496.0,Major
A56858,C37833,06/07/2023,Head-on collision,481.0,Major
A56861,C37837,15/07/2025,Front-end collision,2851.0,Severe
A56863,C37839,22/09/2022,Accident on slippery road,1940.0,Moderate
A56864,C37839,28/06/2025,Hood dent from minor crash,3835.0,Severe
A56871,C37845,01/03/2024,Side panel scratch,4813.0,Severe
A56872,C37845,30/09/2020,Damage from pothole incident,4022.0,Moderate
A56873,C37845,20/08/2025,Front-end collision,3897.0,Major
A56899,C37859,21/09/2020,Rear-end hit at traffic light,509.0,Minor
A56900,C37859,02/10/2020,Accident on slippery road,1170.0,Moderate
A56901,C37859,21/09/2023,Damage from pothole incident,2498.0,Minor
A56908,C37865,10/08/2023,Head-on collision,4075.0,Minor
A56909,C37865,12/04/2022,Parking lot scrape,3344.0,Moderate
A56913,C37867,27/02/2021,Minor fender bender,386.0,Severe
A56914,C37867,03/11/2024,Rear quarter panel dent,1091.0,Minor
A56915,C37867,07/06/2021,Accident on slippery road,4212.0,Minor
A56938,C37892,10/09/2020,Minor parking lot accident,3917.0,Severe
A56939,C37892,12/07/2022,Door dent from tight parking,4737.0,Severe
A56943,C37894,23/05/2024,Windshield damage,2295.0,Moderate
A56944,C37894,07/10/2022,Front-end collision,4370.0,Minor
A56945,C37895,08/07/2025,Rear bumper collision,3133.0,Moderate
A56961,C37909,17/02/2021,Scratched paint on rear bumper,1638.0,Major
A56962,C37909,20/06/2025,Hood dent from minor crash,4566.0,Minor
A56963,C37909,21/02/2023,Minor parking lot accident,4999.0,Severe
A56970,C37912,15/08/2023,Door dent from tight parking,3688.0,Minor
A56971,C37912,25/10/2020,Front bumper scrape,567.0,Severe
A56972,C37912,09/05/2021,Side panel scratch,719.0,Severe
A56976,C37916,13/10/2023,Rear-end hit at traffic light,2624.0,Minor
A56977,C37916,21/09/2020,Side mirror broken,4248.0,Severe
A56978,C37916,20/10/2024,Rear bumper collision,810.0,Minor
A56988,C37924,11/10/2022,Rear bumper collision,2611.0,Major
A56989,C37924,31/01/2025,Windshield damage,819.0,Major
A56992,C37926,03/12/2023,Parking lot scrape,4890.0,Moderate
A57004,C37936,18/09/2020,Scratched paint on rear bumper,3372.0,Major
A57021,C37945,27/12/2022,Accident on slippery road,3346.0,Major
A57045,C37959,24/06/2024,Rear-end hit at traffic light,2722.0,Major
A57046,C37959,25/11/2021,Minor collision at roundabout,2724.0,Moderate
A57047,C37959,09/06/2021,Front-end collision,2066.0,Severe
A57050,C37965,16/05/2021,Rear-end hit at traffic light,1102.0,Major
A57054,C37969,12/07/2023,Minor fender bender,494.0,Severe
A57057,C37971,05/11/2022,Accident on slippery road,1710.0,Severe
A57058,C37971,07/02/2024,Door dent from tight parking,1751.0,Severe
A57059,C37971,22/03/2025,Minor parking lot accident,3816.0,Severe
A57061,C37975,30/06/2023,Door dent from tight parking,1870.0,Minor
A57062,C37976,25/03/2025,Side mirror broken,1870.0,Minor
A57063,C37978,24/09/2021,Minor fender bender,886.0,Moderate
A57064,C37978,18/09/2021,Minor parking lot accident,2321.0,Severe
A57069,C37982,17/06/2022,Rear quarter panel dent,3055.0,Severe
A57070,C37982,19/07/2022,Door dent from tight parking,1793.0,Minor
A57071,C37982,02/05/2021,Rear quarter panel dent,1966.0,Major
A57078,C37988,17/11/2023,Parking lot scrape,4948.0,Severe
A57079,C37988,18/07/2025,Front-end collision,330.0,Major
A57080,C37990,27/07/2024,Rear quarter panel dent,2609.0,Major
A57081,C37990,29/07/2023,Rear quarter panel dent,4924.0,Minor
A57082,C37990,08/09/2021,Minor collision at roundabout,3678.0,Severe
A57093,C38003,14/10/2021,Minor parking lot accident,3265.0,Severe
A57094,C38004,10/11/2023,Collision with pole,3717.0,Minor
A57095,C38004,20/09/2023,Tire puncture during accident,2913.0,Major
A57096,C38004,14/09/2020,Minor fender bender,4632.0,Severe
A57106,C38009,18/01/2023,Rear-end hit at traffic light,507.0,Moderate
A57107,C38009,17/08/2021,Collision with pole,3380.0,Moderate
A57122,C38018,31/07/2021,Front bumper scrape,4519.0,Moderate
A57123,C38018,29/10/2020,Door dent from tight parking,4453.0,Major
A57124,C38018,12/07/2024,Scratched paint on rear bumper,2958.0,Major
A57125,C38019,28/07/2021,Parking lot scrape,3469.0,Minor
A57126,C38019,27/12/2024,Side panel scratch,4178.0,Minor
A57130,C38021,08/01/2023,Rear-end hit at traffic light,3045.0,Moderate
A57131,C38022,22/06/2022,Windshield damage,2753.0,Major
A57132,C38022,29/01/2022,Tire puncture during accident,3799.0,Minor
A57136,C38026,17/10/2024,Rear bumper collision,2422.0,Minor
